age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
59,Private,221336,10th,6,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,3481,13058824,354,0,0,2360,1744984640,1328016,0,0,8853440,36,0,0,240,0,0,0,0,0,1600,Widowed,3.58,11.61
59,Private,291529,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K,3481,17200211,354,0,0,3068,-910188079,1749174,0,0,15159508,36,0,0,312,0,0,0,0,0,2704,Widowed,3.58,11.61
72,?,114761,7th-8th,4,Widowed,?,Unmarried,White,Female,0,0,20,United-States,<=50K,5184,8262792,288,0,0,1440,285185233,459044,0,0,2295220,16,0,0,80,0,0,0,0,0,400,Widowed,3.58,11.61
62,State-gov,199198,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,3844,12350276,682,0,0,2480,1025137540,2191178,0,0,7967920,121,0,0,440,0,0,0,0,0,1600,Widowed,3.58,11.61
79,Federal-gov,62176,Doctorate,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K,6241,4911904,1264,0,0,474,-429112320,994816,0,0,373056,256,0,0,96,0,0,0,0,0,36,Widowed,3.58,11.61
50,Private,183638,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,2500,9181900,450,0,0,2000,-636823324,1652742,0,0,7345520,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
55,Private,256953,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K,3025,14132415,495,0,0,2420,1600334769,2312577,0,0,11305932,81,0,0,396,0,0,0,0,0,1936,Widowed,3.58,11.61
48,Federal-gov,100067,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,2304,4803216,480,0,0,1920,1423469897,1000670,0,0,4002680,100,0,0,400,0,0,0,0,0,1600,Widowed,3.58,11.61
64,Private,146110,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K,4096,9351040,640,0,0,1536,-126704380,1461100,0,0,3506640,100,0,0,240,0,0,0,0,0,576,Widowed,3.58,11.61
75,?,111177,Bachelors,13,Widowed,?,Not-in-family,White,Female,25124,0,16,United-States,>50K,5625,8338275,975,1884300,0,1200,-524576559,1445301,-1501756348,0,1778832,169,326612,0,208,631215376,0,401984,0,0,256,Widowed,3.58,11.61
52,Private,167527,11th,7,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,2704,8711404,364,0,0,2080,-1999475343,1172689,0,0,6701080,49,0,0,280,0,0,0,0,0,1600,Widowed,3.58,11.61
53,Private,215790,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,22,United-States,<=50K,2809,11436870,530,0,0,1166,-679316156,2157900,0,0,4747380,100,0,0,220,0,0,0,0,0,484,Widowed,3.58,11.61
63,Private,45912,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,3969,2892456,567,0,0,2520,2107911744,413208,0,0,1836480,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
46,Self-emp-not-inc,82572,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,2116,3798312,414,0,0,1840,-1771799408,743148,0,0,3302880,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
52,Self-emp-not-inc,217210,HS-grad,9,Widowed,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K,2704,11294920,468,0,0,2080,-64456156,1954890,0,0,8688400,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
81,Private,114670,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,2062,0,5,United-States,<=50K,6561,9288270,405,167022,0,405,264307012,573350,236449540,0,573350,25,10310,0,25,4251844,0,10310,0,0,25,Widowed,3.58,11.61
29,Self-emp-not-inc,128516,Assoc-acdm,12,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,>50K,841,3726964,348,0,0,1160,-663506928,1542192,0,0,5140640,144,0,0,480,0,0,0,0,0,1600,Widowed,3.58,11.61
66,Private,114447,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,4356,7553502,726,0,0,2310,213213921,1258917,0,0,4005645,121,0,0,385,0,0,0,0,0,1225,Widowed,3.58,11.61
45,Private,361842,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,2025,16282890,405,0,0,1800,2080614084,3256578,0,0,14473680,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
64,?,169917,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,4,United-States,<=50K,4096,10874688,256,0,0,256,-1192984183,679668,0,0,679668,16,0,0,16,0,0,0,0,0,16,Widowed,3.58,11.61
55,Private,225365,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,3025,12395075,495,0,0,1650,-750224327,2028285,0,0,6760950,81,0,0,270,0,0,0,0,0,900,Widowed,3.58,11.61
70,?,158642,HS-grad,9,Widowed,?,Not-in-family,White,Female,2993,0,20,United-States,<=50K,4900,11104940,630,209510,0,1400,-602519612,1427778,474815506,0,3172840,81,26937,0,180,8958049,0,59860,0,0,400,Widowed,3.58,11.61
51,Federal-gov,254211,Masters,14,Widowed,Sales,Unmarried,White,Male,0,0,50,El-Salvador,>50K,2601,12964761,714,0,0,2550,198723081,3558954,0,0,12710550,196,0,0,700,0,0,0,0,0,2500,Widowed,3.58,11.61
46,Private,160647,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K,2116,7389762,598,0,0,1748,37654833,2088411,0,0,6104586,169,0,0,494,0,0,0,0,0,1444,Widowed,3.58,11.61
65,?,273569,HS-grad,9,Widowed,?,Unmarried,White,Male,0,0,40,United-States,<=50K,4225,17781985,585,0,0,2600,1825553729,2462121,0,0,10942760,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
62,Local-gov,197218,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K,3844,12227516,558,0,0,1116,240233860,1774962,0,0,3549924,81,0,0,162,0,0,0,0,0,324,Widowed,3.58,11.61
57,Self-emp-not-inc,118806,1st-4th,2,Widowed,Craft-repair,Other-relative,White,Female,0,1602,45,Columbia,<=50K,3249,6771942,114,0,91314,2565,1229963748,237612,0,190327212,5346270,4,0,3204,90,0,0,0,2566404,72090,2025,Widowed,3.58,11.61
66,Private,236879,Preschool,1,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,Guatemala,<=50K,4356,15634014,66,0,0,2640,277085793,236879,0,0,9475160,1,0,0,40,0,0,0,0,0,1600,Widowed,3.58,11.61
74,Self-emp-not-inc,199136,Bachelors,13,Widowed,Craft-repair,Not-in-family,White,Male,15831,0,8,Germany,>50K,5476,14736064,962,1171494,0,592,1000440832,2588768,-1142445280,0,1593088,169,205803,0,104,250620561,0,126648,0,0,64,Widowed,3.58,11.61
77,Private,123959,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,5929,9544843,693,0,0,2464,-1814035503,1115631,0,0,3966688,81,0,0,288,0,0,0,0,0,1024,Widowed,3.58,11.61
70,?,92593,Some-college,10,Widowed,?,Not-in-family,White,Female,0,0,25,United-States,<=50K,4900,6481510,700,0,0,1750,-16470943,925930,0,0,2314825,100,0,0,250,0,0,0,0,0,625,Widowed,3.58,11.61
82,?,194590,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,<=50K,6724,15956380,902,0,0,656,-789437564,2140490,0,0,1556720,121,0,0,88,0,0,0,0,0,64,Widowed,3.58,11.61
68,?,286869,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,1668,40,?,<=50K,4624,19507092,272,0,113424,2720,689444537,1147476,0,478497492,11474760,16,0,6672,160,0,0,0,2782224,66720,1600,Widowed,3.58,11.61
54,?,133963,HS-grad,9,Widowed,?,Own-child,White,Female,0,0,40,United-States,<=50K,2916,7234002,486,0,0,2160,766216185,1205667,0,0,5358520,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
68,Self-emp-inc,136218,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K,4624,9262824,612,0,0,1020,1375474340,1225962,0,0,2043270,81,0,0,135,0,0,0,0,0,225,Widowed,3.58,11.61
55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,<=50K,3025,5857390,330,0,0,1925,-1543077884,638988,0,0,3727430,36,0,0,210,0,0,0,0,0,1225,Widowed,3.58,11.61
60,Private,178792,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,3600,10727520,540,0,0,2400,1901808192,1609128,0,0,7151680,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
56,Private,392160,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,25,Mexico,<=50K,3136,21960960,504,0,0,1400,-829357056,3529440,0,0,9804000,81,0,0,225,0,0,0,0,0,625,Widowed,3.58,11.61
50,Self-emp-inc,100029,Bachelors,13,Widowed,Sales,Unmarried,White,Male,0,0,65,United-States,>50K,2500,5001450,650,0,0,3250,1415866249,1300377,0,0,6501885,169,0,0,845,0,0,0,0,0,4225,Widowed,3.58,11.61
61,Private,190682,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,1669,50,United-States,<=50K,3721,11631602,549,0,101809,3050,1999886756,1716138,0,318248258,9534100,81,0,15021,450,0,0,0,2785561,83450,2500,Widowed,3.58,11.61
53,Federal-gov,225339,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2809,11942967,530,0,0,2120,-761942631,2253390,0,0,9013560,100,0,0,400,0,0,0,0,0,1600,Widowed,3.58,11.61
75,Private,95985,5th-6th,3,Widowed,Other-service,Unmarried,Black,Male,0,0,10,United-States,<=50K,5625,7198875,225,0,0,750,623185633,287955,0,0,959850,9,0,0,30,0,0,0,0,0,100,Widowed,3.58,11.61
66,?,206560,HS-grad,9,Widowed,?,Not-in-family,Other,Female,0,0,35,Puerto-Rico,<=50K,4356,13632960,594,0,0,2310,-282639360,1859040,0,0,7229600,81,0,0,315,0,0,0,0,0,1225,Widowed,3.58,11.61
45,Federal-gov,162410,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,45,United-States,>50K,2025,7308450,450,0,0,2025,607204324,1624100,0,0,7308450,100,0,0,450,0,0,0,0,0,2025,Widowed,3.58,11.61
60,Private,139586,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,>50K,3600,8375160,660,0,0,2400,-1990585084,1535446,0,0,5583440,121,0,0,440,0,0,0,0,0,1600,Widowed,3.58,11.61
78,Private,182977,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States,<=50K,6084,14272206,702,231192,0,3120,-879155839,1646793,542343828,0,7319080,81,26676,0,360,8785296,0,118560,0,0,1600,Widowed,3.58,11.61
70,Private,405362,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,4900,28375340,280,0,0,2660,1109593796,1621448,0,0,15403756,16,0,0,152,0,0,0,0,0,1444,Widowed,3.58,11.61
52,Private,373367,11th,7,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,2704,19415084,364,0,0,2080,1963963217,2613569,0,0,14934680,49,0,0,280,0,0,0,0,0,1600,Widowed,3.58,11.61
54,Private,222882,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,2916,12035628,486,0,0,2430,-1863221628,2005938,0,0,10029690,81,0,0,405,0,0,0,0,0,2025,Widowed,3.58,11.61
81,Self-emp-not-inc,137018,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,6561,11098458,729,0,0,1620,1594063140,1233162,0,0,2740360,81,0,0,180,0,0,0,0,0,400,Widowed,3.58,11.61
61,Private,162432,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,3721,9908352,549,0,0,2440,614350848,1461888,0,0,6497280,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
53,Local-gov,137250,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,1669,35,United-States,<=50K,2809,7274250,742,0,88457,1855,1657693316,1921500,0,229070250,4803750,196,0,23366,490,0,0,0,2785561,58415,1225,Widowed,3.58,11.61
47,Private,192984,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,2209,9070248,470,0,0,1880,-1411881408,1929840,0,0,7719360,100,0,0,400,0,0,0,0,0,1600,Widowed,3.58,11.61
66,Private,269665,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K,4356,17797890,594,0,0,1650,-295231807,2426985,0,0,6741625,81,0,0,225,0,0,0,0,0,625,Widowed,3.58,11.61
55,Local-gov,31365,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,3025,1725075,715,0,0,2200,983763225,407745,0,0,1254600,169,0,0,520,0,0,0,0,0,1600,Widowed,3.58,11.61
53,Private,158993,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,38,United-States,<=50K,2809,8426629,477,0,0,2014,-491029727,1430937,0,0,6041734,81,0,0,342,0,0,0,0,0,1444,Widowed,3.58,11.61
41,Private,343944,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,1681,14101704,287,0,0,1640,-1961609152,2407608,0,0,13757760,49,0,0,280,0,0,0,0,0,1600,Widowed,3.58,11.61
45,Private,154430,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,50,United-States,>50K,2025,6949350,585,473400,0,2250,-1921178876,2007590,1624603600,0,7721500,169,136760,0,650,110670400,0,526000,0,0,2500,Widowed,3.58,11.61
49,Private,50748,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,1506,0,35,United-States,<=50K,2401,2486652,637,73794,0,1715,-1719607792,659724,76426488,0,1776180,169,19578,0,455,2268036,0,52710,0,0,1225,Widowed,3.58,11.61
62,Private,128092,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,3844,7941704,558,0,0,1984,-772308720,1152828,0,0,4098944,81,0,0,288,0,0,0,0,0,1024,Widowed,3.58,11.61
78,Private,180239,Masters,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K,6084,14058642,1092,0,0,3120,-1873641247,2523346,0,0,7209560,196,0,0,560,0,0,0,0,0,1600,Widowed,3.58,11.61
72,Private,497280,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,5184,35804160,360,0,0,1440,-1820704768,2486400,0,0,9945600,25,0,0,100,0,0,0,0,0,400,Widowed,3.58,11.61
27,Private,60374,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Female,0,1594,26,United-States,<=50K,729,1630098,243,0,43038,702,-649947420,543366,0,96236156,1569724,81,0,14346,234,0,0,0,2540836,41444,676,Widowed,3.58,11.61
65,?,198019,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,35,United-States,<=50K,4225,12871235,585,0,0,2275,556818697,1782171,0,0,6930665,81,0,0,315,0,0,0,0,0,1225,Widowed,3.58,11.61
57,Private,190942,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States,<=50K,3249,10883694,114,0,0,1710,2099108996,381884,0,0,5728260,4,0,0,60,0,0,0,0,0,900,Widowed,3.58,11.61
51,Private,122288,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,36,United-States,<=50K,2601,6236688,510,0,0,1836,2069453056,1222880,0,0,4402368,100,0,0,360,0,0,0,0,0,1296,Widowed,3.58,11.61
87,?,90338,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K,7569,7859406,783,0,0,174,-428980348,813042,0,0,180676,81,0,0,18,0,0,0,0,0,4,Widowed,3.58,11.61
49,Private,135643,HS-grad,9,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,40,South,<=50K,2401,6646507,441,0,0,1960,1219154265,1220787,0,0,5425720,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
57,Private,121362,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,2258,38,United-States,>50K,3249,6917634,570,0,128706,2166,1843833156,1213620,0,274035396,4611756,100,0,22580,380,0,0,0,5098564,85804,1444,Widowed,3.58,11.61
31,Private,163516,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,961,5068996,310,0,0,1240,967678480,1635160,0,0,6540640,100,0,0,400,0,0,0,0,0,1600,Widowed,3.58,11.61
26,Private,67257,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,676,1748682,338,0,0,1430,228536753,874341,0,0,3699135,169,0,0,715,0,0,0,0,0,3025,Widowed,3.58,11.61
63,Private,216413,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K,3969,13634019,819,0,0,1575,-410053687,2813369,0,0,5410325,169,0,0,325,0,0,0,0,0,625,Widowed,3.58,11.61
63,Private,71800,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,41,United-States,<=50K,3969,4523400,252,0,0,2583,860272704,287200,0,0,2943800,16,0,0,164,0,0,0,0,0,1681,Widowed,3.58,11.61
63,Self-emp-not-inc,795830,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,El-Salvador,<=50K,3969,50137290,126,0,0,1890,1985196388,1591660,0,0,23874900,4,0,0,60,0,0,0,0,0,900,Widowed,3.58,11.61
42,Self-emp-not-inc,82161,10th,6,Widowed,Transport-moving,Unmarried,White,Male,0,0,35,United-States,<=50K,1764,3450762,252,0,0,1470,-1839504671,492966,0,0,2875635,36,0,0,210,0,0,0,0,0,1225,Widowed,3.58,11.61
55,Local-gov,48055,12th,8,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3025,2643025,440,0,0,2200,-1985684271,384440,0,0,1922200,64,0,0,320,0,0,0,0,0,1600,Widowed,3.58,11.61
77,Private,142646,7th-8th,4,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,23,United-States,<=50K,5929,10983742,308,0,0,1771,-1126955164,570584,0,0,3280858,16,0,0,92,0,0,0,0,0,529,Widowed,3.58,11.61
61,Private,199198,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K,3721,12151078,244,0,0,1281,1025137540,796792,0,0,4183158,16,0,0,84,0,0,0,0,0,441,Widowed,3.58,11.61
81,Private,201398,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,60,?,<=50K,6561,16313238,1134,0,0,4860,1906448740,2819572,0,0,12083880,196,0,0,840,0,0,0,0,0,3600,Widowed,3.58,11.61
63,Private,188914,HS-grad,9,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,40,Haiti,<=50K,3969,11901582,567,0,0,2520,1328761028,1700226,0,0,7556560,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
60,Private,121127,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,3600,7267620,360,0,0,2400,1786848241,726762,0,0,4845080,36,0,0,240,0,0,0,0,0,1600,Widowed,3.58,11.61
74,Private,145463,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,15,United-States,<=50K,5476,10764262,148,0,0,1110,-315352111,290926,0,0,2181945,4,0,0,30,0,0,0,0,0,225,Widowed,3.58,11.61
74,Private,194312,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,10,?,<=50K,5476,14379088,370,0,0,740,-897552320,971560,0,0,1943120,25,0,0,50,0,0,0,0,0,100,Widowed,3.58,11.61
39,Private,487486,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,40,?,<=50K,1521,19011954,351,0,0,1560,1419398916,4387374,0,0,19499440,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
31,Private,243605,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Cuba,<=50K,961,7551755,403,0,42780,1240,-786146119,3166865,0,336174900,9744200,169,0,17940,520,0,0,0,1904400,55200,1600,Widowed,3.58,11.61
74,Self-emp-not-inc,392886,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States,<=50K,5476,29073564,666,0,0,1036,-259413660,3535974,0,0,5500404,81,0,0,126,0,0,0,0,0,196,Widowed,3.58,11.61
62,State-gov,101475,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,3844,6291450,744,0,0,2480,1707241033,1217700,0,0,4059000,144,0,0,480,0,0,0,0,0,1600,Widowed,3.58,11.61
41,Private,112763,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,1681,4623283,369,0,0,1640,-169407719,1014867,0,0,4510520,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
32,Private,257978,Assoc-voc,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,1024,8255296,352,0,0,1280,2128139044,2837758,0,0,10319120,121,0,0,440,0,0,0,0,0,1600,Widowed,3.58,11.61
68,Private,73773,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K,4624,5016564,612,0,0,1632,1147488233,663957,0,0,1770552,81,0,0,216,0,0,0,0,0,576,Widowed,3.58,11.61
68,Self-emp-not-inc,261897,10th,6,Widowed,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,<=50K,4624,17808996,408,0,0,1360,-129438127,1571382,0,0,5237940,36,0,0,120,0,0,0,0,0,400,Widowed,3.58,11.61
80,?,107762,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,24,United-States,<=50K,6400,8620960,720,0,0,1920,-1272253244,969858,0,0,2586288,81,0,0,216,0,0,0,0,0,576,Widowed,3.58,11.61
35,?,119006,HS-grad,9,Widowed,?,Own-child,White,Female,0,0,38,United-States,<=50K,1225,4165210,315,0,0,1330,1277526148,1071054,0,0,4522228,81,0,0,342,0,0,0,0,0,1444,Widowed,3.58,11.61
60,Private,349898,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K,3600,20993880,540,0,0,2640,-2125441180,3149082,0,0,15395512,81,0,0,396,0,0,0,0,0,1936,Widowed,3.58,11.61
28,Private,129460,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0,2238,35,United-States,<=50K,784,3624880,168,0,62664,980,-419977584,776760,0,289731480,4531100,36,0,13428,210,0,0,0,5008644,78330,1225,Widowed,3.58,11.61
55,Self-emp-not-inc,161334,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,25,Nicaragua,<=50K,3025,8873370,495,0,0,1375,258855780,1452006,0,0,4033350,81,0,0,225,0,0,0,0,0,625,Widowed,3.58,11.61
36,Private,146625,11th,7,Widowed,Other-service,Unmarried,Black,Female,0,0,12,United-States,<=50K,1296,5278500,252,0,0,432,24054145,1026375,0,0,1759500,49,0,0,84,0,0,0,0,0,144,Widowed,3.58,11.61
37,Private,401998,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K,1369,14873926,333,0,0,740,-1606365244,3617982,0,0,8039960,81,0,0,180,0,0,0,0,0,400,Widowed,3.58,11.61
62,Private,174201,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K,3844,10800462,310,0,0,1550,281217329,871005,0,0,4355025,25,0,0,125,0,0,0,0,0,625,Widowed,3.58,11.61
47,Private,275361,Assoc-acdm,12,Widowed,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,2209,12941967,564,0,0,1645,-1485731007,3304332,0,0,9637635,144,0,0,420,0,0,0,0,0,1225,Widowed,3.58,11.61
57,Local-gov,339163,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K,3249,19332291,570,0,0,2280,-932576423,3391630,0,0,13566520,100,0,0,400,0,0,0,0,0,1600,Widowed,3.58,11.61
64,Private,203783,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K,4096,13042112,576,0,0,512,-1422161871,1834047,0,0,1630264,81,0,0,72,0,0,0,0,0,64,Widowed,3.58,11.61
72,?,237229,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,30,United-States,<=50K,5184,17080488,792,0,0,2160,443023593,2609519,0,0,7116870,121,0,0,330,0,0,0,0,0,900,Widowed,3.58,11.61
54,Federal-gov,230387,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,2916,12440898,486,0,0,1890,1538562217,2073483,0,0,8063545,81,0,0,315,0,0,0,0,0,1225,Widowed,3.58,11.61
75,Private,188612,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,5625,14145900,675,0,0,3000,1214748176,1697508,0,0,7544480,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
62,Private,192866,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,3844,11957692,620,0,0,1240,-1457411708,1928660,0,0,3857320,100,0,0,200,0,0,0,0,0,400,Widowed,3.58,11.61
49,?,189885,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2401,9304365,441,0,0,1960,1696574857,1708965,0,0,7595400,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
79,Self-emp-not-inc,158319,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K,6241,12507201,711,0,0,1896,-704898015,1424871,0,0,3799656,81,0,0,216,0,0,0,0,0,576,Widowed,3.58,11.61
45,Private,289468,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,13026060,315,0,0,1800,-2107622896,2026276,0,0,11578720,49,0,0,280,0,0,0,0,0,1600,Widowed,3.58,11.61
73,?,84053,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,15,United-States,<=50K,5329,6135869,657,0,0,1095,-1525027783,756477,0,0,1260795,81,0,0,135,0,0,0,0,0,225,Widowed,3.58,11.61
45,Private,277434,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States,>50K,2025,12484530,540,0,0,1800,-339786972,3329208,0,0,11097360,144,0,0,480,0,0,0,0,0,1600,Widowed,3.58,11.61
